system,model_id,backend,setting,language,row_id,question,gold_answer,gold_chunk_id,generated_answer,judge_legal_correctness,judge_evidence_support,judge_completeness,judge_clarity,judge_hallucination
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,37,Инвестордың сұрауы мемлекеттік органдарда қанша уақыт ішінде өңделеді?,Инвестордың сұрауы мемлекеттік органдарда бір ай ішінде өңделеді.,53,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,38,Қазақстан Республикасындағы отбасылық және гендерлік саясат тұжырымдамасы қай жылға дейінгі мерзімді қамтиды?,2030 жылға дейін.,64,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,39,Инвестиция тартудың негізгі кезеңі не болып табылады?,Сапалы инвестициялық ұсыныстар дайындау жұмысы инвестиция тартудың негізгі кезеңі болып табылады.,36,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,40,Жер қойнауын пайдаланушының өтініші бойынша рұқсат беру туралы шешім қанша уақыт ішінде қабылданады?,Өтініш келіп түскен күннен бастап он жұмыс күні ішінде.,308,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,41,Темір жолдарда сақтандырғыш тұйықтардың пайдалы ұзындығы қандай болуы керек?,Сақтандырғыш тұйықтардың пайдалы ұзындығы кем дегенде 50 метр болуы керек.,86,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,42,622-бапқа енгізілген өзгерістер қашан қолданысқа енгізіледі?,Алғашқы ресми жарияланған күнінен кейін күнтізбелік он күн өткен соң және 2021 жылдан бастап.,849,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,43,Теміржол жылжымалы құрамына техникалық қызмет көрсету қаншалықты жиі жүргізілуі керек?,Техникалық қызмет көрсету кемінде жылына 1 рет жүргізілуі керек.,80,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,44,Жүк вагондарының өту алаңында қандай құрылғылар болуы керек?,Тоқтату краны және қол тежегіші болуы керек.,78,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,45,KAZAKH INVEST қандай компанияларға назар аударады?,"KAZAKH INVEST ірі компаниялармен қатар, бірегей технологиялары және/немесе инновациялары бар технологиялық стартаптар мен шағын орта кәсіпкерліктерге де назар аударады.",34,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,46,Жүк вагондарының автотіркегіш осінің рельс бастиектерінің үстіндегі биіктігі қандай болуы керек?,Жүк вагондарында жүк тиелген кезде автотіркегіш осінің биіктігі кем дегенде 950 миллиметр болуы керек.,74,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,47,Компаниядағы шешім қабылдау деңгейіндегі әйелдердің үлесі 2027 жылға қарай қандай пайызға жетеді?,2027 жылға қарай 27 %-ға жетеді.,55,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,48,Қазақстанның инвестициялық ахуалы туралы есеп қаншалықты жиі жасалады?,Жыл сайын.,44,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,49,Заң ресми жарияланғаннан кейін қанша күннен соң қолданысқа енгізіледі?,Ресми жарияланғаннан кейін күнтізбелік он күн өткен соң қолданысқа енгізіледі.,463,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,50,29-тармақша қай жылға дейін қолданылады?,2026 жылға дейін.,441,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,51,Қандай жағдайларда жылжымалы құрамды пайдалануға және поездармен жүруіне жол берілмейді?,"Доңғалақ жұбының осінде жарықтар, доңғалақ жұбының жалында сүйірленген қажақтар болса, немесе жол мен жылжымалы құрамның қалыпты өзара байланысын бұзатын доңғалақ жұбының тозулары мен зақымданулары кезінде.",75,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,52,40-бапқа енгізілген өзгеріс қашан қолданысқа енгізіледі?,ҚР Заңы алғашқы ресми жарияланғанынан кейін күнтізбелік он күн өткен соң қолданысқа енгізіледі.,507,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,53,Жер қойнауы кеңістігін пайдалану салдарын жою жоспары қандай құжатты қамтиды?,Жою жоспары жер қойнауы кеңістігін пайдалану учаскесін қауіпсіз жай-күйде ұстап тұру жөніндегі іс-шаралардың сипаттамасын және жою жұмыстары құнының болжалды есебін қамтитын құжат болып табылады.,373,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,54,Вагондардың тұру жолдарына апаратын бағыттамаларды қалай орнату керек?,Бағыттамалар бұл жолдарға бару мүмкіндігін болдырмайтын жағдайға орнату және құлыптау керек.,103,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,55,Тұрақты токтағы электрлендірілген желілерде түйіспелік сым аспасының биіктігі қандай болуы керек?,Тұрақты токтағы электрлендірілген желілерде түйіспелік сым аспасының биіктігі 5550 миллиметрге дейін кемітіледі.,94,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,56,Станцияларда бас жолдар арасындағы қашықтық қандай болуы керек?,4100 миллиметр.,82,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,57,Жолаушылар поезы сағатына 161 километр және одан артық жылдамдықпен жүргенде қандай талап қойылады?,Сағатына 161 километр және одан артық жылдамдықпен келе жатқан жолаушылар поезы вагондар арасындағы саңылаусыз автотіркегішпен жабдықталуы тиіс.,108,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,58,Теңізде мұнай операцияларын жүзеге асыратын жер қойнауын пайдаланушының өтінішін құзыретті орган қанша уақыт ішінде қарауы тиіс?,Құзыретті орган өтініш берілген кезден бастап отыз жұмыс күнінен кешіктірмей тиісті шешім қабылдауға міндетті.,590,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,59,Өтініш берілген күннен бастап құзыретті органның интернет-ресурсында мәліметтер қанша күн ішінде орналастырылуы тиіс?,Өтініш берілген күннен бастап екі күн ішінде орналастырылуы тиіс.,298,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
